Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize,PooledGroup
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,188,96.3%,181,C59R,5,23
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,162,100.0%,162,C59R,5,24
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,370,100.0%,370,C59R,5,25
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,250,100.0%,250,C59R,5,26
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N86H,12,8.3%,1,N86H,5,26
18GNMa00xp027PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,171,100.0%,171,C59R,5,27
18GNMa00xp028PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,597,100.0%,597,C59R,5,28
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,9,100.0%,9,C59R,5,29
18GNMa00xp030PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,562,100.0%,562,C59R,5,30
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,341,100.0%,341,C59R,5,31
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,502,100.0%,502,C59R,5,32
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,409,100.0%,409,C59R,5,33
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,461,100.0%,461,C59R,5,34
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,364,100.0%,364,C59R,5,35
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,27,7.4%,2,K76T,5,35
18GNMa00xp036PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,527,100.0%,527,C59R,5,36
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,402,100.0%,402,C59R,5,37
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,583,99.8%,582,C59R,5,38
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,137,94.2%,129,C59R,5,39
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,38,5.3%,2,K76T,5,39
18GNMa00xp040PfF1290,Pooled,18,Maferinyah,00,DHFR,C59R,445,100.0%,445,C59R,4,40
18GNMa00xp041PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,126,100.0%,126,C59R,2,26
18GNMa00xp042PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,410,100.0%,410,C59R,4,26
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,418,100.0%,418,C59R,6,26
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,182,100.0%,182,C59R,3,26
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,PfCRT,M343T,12,16.7%,2,M343T,3,26
18GNMa00xp045PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,48,100.0%,48,C59R,1,26
18GNMa00xp046PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,39,100.0%,39,C59R,1,26
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,DHFR,C59R,65,100.0%,65,C59R,2,26
19GNDo00xp001PfF1290,Pooled,19,Dorota,00,DHFR,C59R,65,100.0%,65,C59R,5,1
19GNDo00xp001PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,4,50.0%,2,K76T,5,1
19GNDo00xp004PfF1290,Pooled,19,Dorota,00,DHFR,C59R,222,100.0%,222,C59R,5,4
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,DHFR,C59R,36,100.0%,36,C59R,5,5
19GNDo00xp007PfF1290,Pooled,19,Dorota,00,DHFR,C59R,40,95.0%,38,C59R,5,7
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,DHFR,C59R,343,90.1%,309,C59R,5,8
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,DHFR,C59R,11,100.0%,11,C59R,5,9
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,2,100.0%,2,K76T,5,9
19GNDo00xp010PfF1290,Pooled,19,Dorota,00,DHFR,C59R,72,100.0%,72,C59R,4,10
19GNDo00xp011PfF1290,Pooled,19,Dorota,00,DHFR,C59R,88,100.0%,88,C59R,5,11
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,DHFR,C59R,192,100.0%,192,C59R,5,12
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,DHFR,C59R,218,100.0%,218,C59R,5,13
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,DHFR,C59R,38,73.7%,28,C59R,5,14
19GNDo00xp015PfF1290,Pooled,19,Dorota,00,DHFR,C59R,137,97.1%,133,C59R,5,15
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,DHFR,C59R,275,74.9%,206,C59R,5,16
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,DHFR,C59R,469,100.0%,469,C59R,5,17
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,19,10.5%,2,K76T,5,17
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,DHFR,C59R,180,83.3%,150,C59R,5,18
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,DHFR,C59R,574,100.0%,574,C59R,5,19
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,DHFR,C59R,555,100.0%,555,C59R,5,20
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,8,12.5%,1,M343L,5,20
19GNDo00xp021PfF1290,Pooled,19,Dorota,00,DHFR,C59R,309,91.3%,282,C59R,5,21
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,DHFR,C59R,360,100.0%,360,C59R,5,22
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,DHFR,C59R,267,89.9%,240,C59R,5,23
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,DHFR,C59R,581,100.0%,581,C59R,5,24
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,DHFR,C59R,319,100.0%,319,C59R,5,25
19GNDo00xp026PfF1290,Pooled,19,Dorota,00,DHFR,C59R,719,100.0%,719,C59R,5,26
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,DHFR,C59R,692,99.7%,690,C59R,5,27
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,DHFR,C59R,493,92.9%,458,C59R,5,28
19GNDo00xp029PfF1290,Pooled,19,Dorota,00,DHFR,C59R,360,100.0%,360,C59R,5,29
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,DHFR,C59R,168,100.0%,168,C59R,5,30
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,DHFR,C59R,56,100.0%,56,C59R,5,31
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,35,94.3%,33,K76T,5,31
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,DHFR,C59R,20,100.0%,20,C59R,4,32
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,DHFR,C59R,352,100.0%,352,C59R,5,33
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,82,20.7%,17,K76T,5,33
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,PfCRT,I356T,32,6.3%,2,I356T,5,33
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,DHFR,C59R,1,100.0%,1,C59R,5,34
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,DHFR,C59R,965,94.1%,908,C59R,5,35
19GNDo00xp036PfF1290,Pooled,19,Dorota,00,DHFR,C59R,991,97.6%,967,C59R,5,36
19GNDo00xp037PfF1290,Pooled,19,Dorota,00,DHFR,C59R,458,100.0%,458,C59R,5,37
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,DHFR,C59R,137,100.0%,137,C59R,2,38
19GNDo00xp045PfF1153,Pooled,19,Dorota,00,DHFR,C59R,1425,99.9%,1423,C59R,6,26
19GNDo00xp045PfF1153,Pooled,19,Dorota,00,PfCRT,K76T,56,7.1%,4,K76T,6,26
19GNDo00xp045PfF1153,Pooled,19,Dorota,00,PfCRT,I356T,22,81.8%,18,I356T,6,26
19GNDo00xp046PfF1153,Pooled,19,Dorota,00,DHFR,C59R,213,100.0%,213,C59R,2,26
19GNDo00xp047PfF1153,Pooled,19,Dorota,00,DHFR,C59R,902,99.9%,901,C59R,3,26
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,DHFR,C59R,1471,100.0%,1471,C59R,5,26
19GNDo00xp049PfF1153,Pooled,19,Dorota,00,DHFR,C59R,137,100.0%,137,C59R,1,26
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,DHFR,C59R,46,100.0%,46,C59R,1,26
19GNHa00xp001PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,28,100.0%,28,C59R,5,1
19GNHa00xp002PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,52,100.0%,52,C59R,5,2
19GNHa00xp003PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,1,100.0%,1,C59R,5,3
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,30,100.0%,30,C59R,5,4
19GNHa00xp008PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,84,97.6%,82,C59R,5,8
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,19,100.0%,19,C59R,5,9
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,520,99.6%,518,C59R,5,11
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145L,26,7.7%,2,F145L,5,11
19GNHa00xp012PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,946,99.9%,945,C59R,5,12
19GNHa00xp013PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,512,100.0%,512,C59R,5,13
19GNHa00xp013PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,6,66.7%,4,K76T,5,13
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,626,100.0%,626,C59R,5,15
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,515,90.5%,466,C59R,5,16
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,69,65.2%,45,K76T,5,16
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,24,45.8%,11,I356T,5,16
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,52,100.0%,52,C59R,5,18
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,285,100.0%,285,C59R,5,19
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,15,53.3%,8,K76T,5,19
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,4,50.0%,2,I356T,5,19
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,744,99.7%,742,C59R,5,21
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,11,81.8%,9,K76T,5,21
19GNHa00xp022PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,68,100.0%,68,C59R,4,22
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,161,100.0%,161,C59R,5,24
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,20,10.0%,2,K76T,5,24
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,2,100.0%,2,C59R,5,25
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,595,100.0%,595,C59R,5,26
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,56,25.0%,14,K76T,5,26
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,20,10.0%,2,I356T,5,26
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,2,100.0%,2,C59R,5,27
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,32,18.8%,6,K76T,5,27
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,12,16.7%,2,I356T,5,27
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,947,99.9%,946,C59R,5,28
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,29,100.0%,29,C59R,5,30
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,671,100.0%,671,C59R,5,31
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,84,19.0%,16,K76T,5,31
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,39,17.9%,7,I356T,5,31
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,317,100.0%,317,C59R,5,32
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,64,29.7%,19,K76T,5,32
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,44,9.1%,4,I356T,5,32
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,846,100.0%,846,C59R,5,33
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,777,100.0%,777,C59R,5,35
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,117,5.1%,6,I356T,5,35
19GNHa00xp036PfF1290,Pooled,19,Hamdalaye,00,DHFR,C59R,393,100.0%,393,C59R,1,36
19GNHa00xp036PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,2,100.0%,2,K76T,1,36
19GNHa00xp046PfF1153,Pooled,19,Hamdalaye,00,DHFR,C59R,264,100.0%,264,C59R,3,26
19GNHa00xp047PfF1153,Pooled,19,Hamdalaye,00,DHFR,C59R,700,73.3%,513,C59R,6,26
19GNHa00xp048PfF1153,Pooled,19,Hamdalaye,00,DHFR,C59R,1636,76.8%,1257,C59R,3,26
19GNHa00xp049PfF1153,Pooled,19,Hamdalaye,00,DHFR,C59R,1779,98.6%,1754,C59R,5,26
19GNHa00xp050PfF1153,Pooled,19,Hamdalaye,00,DHFR,C59R,140,100.0%,140,C59R,2,26
19GNHa00xp051PfF1153,Pooled,19,Hamdalaye,00,DHFR,C59R,26,100.0%,26,C59R,1,26
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,DHPS,S436H,99,7.1%,7,S436H,5,19
17GNDo00xp039PfF1153,Pooled,17,Dorota,00,DHPS,A437G,87,100.0%,87,A437G,1,26
17GNDo00xp040PfF1153,Pooled,17,Dorota,00,DHPS,A437G,79,100.0%,79,A437G,1,26
17GNDo00xp041PfF1153,Pooled,17,Dorota,00,DHPS,S436A,65,36.9%,24,S436A,7,26
17GNDo00xp041PfF1153,Pooled,17,Dorota,00,DHPS,A437G,64,100.0%,64,A437G,7,26
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,DHPS,S436A,42,42.9%,18,S436A,4,26
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,DHPS,A437G,42,90.5%,38,A437G,4,26
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,DHPS,A437G,26,50.0%,13,A437G,4,26
17GNHa00xp038PfF1153,Pooled,17,Hamdalaye,00,DHPS,S436A,24,70.8%,17,S436A,3,26
17GNHa00xp038PfF1153,Pooled,17,Hamdalaye,00,DHPS,A437G,24,62.5%,15,A437G,3,26
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,DHPS,S436A,35,60.0%,21,S436A,4,26
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,DHPS,A437G,35,68.6%,24,A437G,4,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,DHPS,S436A,2,100.0%,2,S436A,1,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,DHPS,A437G,2,100.0%,2,A437G,1,26
17GNHa00xp041PfF1153,Pooled,17,Hamdalaye,00,DHPS,S436A,2,100.0%,2,S436A,1,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,DHPS,A437G,2,100.0%,2,A437G,1,26
18GNLa00xp001PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,8,100.0%,8,S436A,5,1
18GNLa00xp001PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,8,100.0%,8,A437G,5,1
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,115,96.5%,111,S436A,5,2
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,77,6.5%,5,S436A,5,3
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,76,100.0%,76,A437G,5,3
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,Q271E,4,50.0%,2,Q271E,5,3
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,6,16.7%,1,S436A,5,4
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,6,50.0%,3,A437G,5,4
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,26,38.5%,10,A437G,5,5
18GNLa00xp006PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,151,98.7%,149,A437G,5,6
18GNLa00xp006PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,Q271E,3,33.3%,1,Q271E,5,6
18GNLa00xp007PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,11,9.1%,1,S436A,5,7
18GNLa00xp007PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,11,100.0%,11,A437G,5,7
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,9,55.6%,5,S436A,5,8
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,9,100.0%,9,A437G,5,8
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164M,19,10.5%,2,I164M,5,9
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,16,43.8%,7,S436A,5,9
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,15,53.3%,8,A437G,5,9
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,38,39.5%,15,S436A,5,10
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,38,100.0%,38,A437G,5,10
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,25,100.0%,25,S436A,5,11
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,26,23.1%,6,A437G,5,11
18GNLa00xp012PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,58,69.0%,40,S436A,5,12
18GNLa00xp012PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,58,51.7%,30,A437G,5,12
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,34,94.1%,32,S436A,5,13
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,35,94.3%,33,A437G,5,13
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,19,15.8%,3,K540E,5,13
18GNLa00xp014PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,29,86.2%,25,S436A,5,14
18GNLa00xp014PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,29,13.8%,4,A437G,5,14
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,153,100.0%,153,A437G,5,15
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,N75S,29,6.9%,2,N75S,5,15
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,36,47.2%,17,S436A,5,16
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,36,100.0%,36,A437G,5,16
18GNLa00xp017PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,37,83.8%,31,S436A,5,17
18GNLa00xp017PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,36,100.0%,36,A437G,5,17
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,298,8.7%,26,S436A,5,18
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,295,20.3%,60,A437G,5,18
18GNLa00xp019PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,53,9.4%,5,S436A,5,19
18GNLa00xp019PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,53,90.6%,48,A437G,5,19
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,80,18.8%,15,S436A,5,20
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,78,80.8%,63,A437G,5,20
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,10,80.0%,8,S436A,5,21
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,10,20.0%,2,A437G,5,21
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,78,100.0%,78,A437G,5,22
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,34,8.8%,3,K540E,5,22
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,168,8.3%,14,S436A,5,23
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,166,76.5%,127,A437G,5,23
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,464,13.4%,62,S436A,5,24
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,461,88.1%,406,A437G,5,24
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,134,73.1%,98,S436A,5,25
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,134,83.6%,112,A437G,5,25
18GNLa00xp026PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,163,8.6%,14,S436A,5,26
18GNLa00xp026PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A437G,161,100.0%,161,A437G,5,26
18GNLa00xp026PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,52,65.4%,34,K540E,5,26
18GNLa00xp027PfF1153,Pooled,18,Lay-Sarè,00,DHPS,A437G,11,100.0%,11,A437G,1,26
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,DHPS,S436A,219,23.7%,52,S436A,8,26
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,DHPS,A437G,218,98.2%,214,A437G,8,26
18GNLa00xp029PfF1153,Pooled,18,Lay-Sarè,00,DHPS,A437G,12,100.0%,12,A437G,5,26
18GNLa00xp030PfF1153,Pooled,18,Lay-Sarè,00,DHPS,A437G,23,100.0%,23,A437G,5,26
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,1,100.0%,1,A437G,5,1
18GNMa00xp002PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,2,100.0%,2,A437G,5,2
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,8,100.0%,8,A437G,5,3
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,5,100.0%,5,A437G,5,4
18GNMa00xp005PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,30,100.0%,30,A437G,5,5
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,8,25.0%,2,S436A,5,6
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,8,100.0%,8,A437G,5,6
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,54,92.6%,50,S436A,5,9
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,54,100.0%,54,A437G,5,9
18GNMa00xp010PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,23,100.0%,23,A437G,5,10
18GNMa00xp011PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,50,50.0%,25,S436A,5,11
18GNMa00xp011PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,51,62.7%,32,A437G,5,11
18GNMa00xp011PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,10,20.0%,2,K540E,5,11
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,121,89.3%,108,S436A,5,12
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,120,100.0%,120,A437G,5,12
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,PfCRT,Q271E,2,100.0%,2,Q271E,5,12
18GNMa00xp013PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,26,80.8%,21,S436A,5,13
18GNMa00xp013PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,27,33.3%,9,A437G,5,13
18GNMa00xp013PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,5,40.0%,2,K540E,5,13
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,170,20.6%,35,S436A,5,14
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,164,79.9%,131,A437G,5,14
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,51,47.1%,24,K540E,5,14
18GNMa00xp016PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,29,69.0%,20,S436A,5,16
18GNMa00xp016PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,27,33.3%,9,A437G,5,16
18GNMa00xp016PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,6,50.0%,3,K540E,5,16
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,34,17.6%,6,S436A,5,17
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,33,81.8%,27,A437G,5,17
18GNMa00xp018PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,44,11.4%,5,S436A,5,18
18GNMa00xp018PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,42,97.6%,41,A437G,5,18
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,99,44.4%,44,S436A,5,19
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,99,49.5%,49,A437G,5,19
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,47,31.9%,15,S436A,5,20
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,47,74.5%,35,A437G,5,20
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,22,18.2%,4,K540E,5,20
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,137,77.4%,106,S436A,5,21
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,136,59.6%,81,A437G,5,21
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,DHPS,S436A,98,93.9%,92,S436A,5,22
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,DHPS,A437G,97,100.0%,97,A437G,5,22
