Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,DHFR,N51I,78,100.0%,78,N51I,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,M74I,2,100.0%,2,M74I,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,2,100.0%,2,Y184F,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,27,100.0%,27,N51I,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,1,100.0%,1,Y184F,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,9,100.0%,9,N51I,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,53,100.0%,53,N51I,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,2,100.0%,2,Y184F,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,18,100.0%,18,N51I,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,27,100.0%,27,N51I,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,42,100.0%,42,N51I,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,1,100.0%,1,Y184F,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,144,100.0%,144,N51I,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,34,100.0%,34,N51I,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfCRT,A220S,2,100.0%,2,A220S,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,68,100.0%,68,N51I,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,2,100.0%,2,Y184F,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,DHFR,N51I,45,100.0%,45,N51I,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,51,7.8%,4,A578S,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,PfCRT,A220S,2,100.0%,2,A220S,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,DHFR,N51I,45,100.0%,45,N51I,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHFR,N51I,8,100.0%,8,N51I,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,PfCRT,M74I,1,100.0%,1,M74I,1
18GNLS21A0012PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,26,100.0%,26,N51I,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,6,100.0%,6,N51I,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,55,100.0%,55,N51I,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,38,100.0%,38,N51I,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,31,100.0%,31,N51I,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,122,100.0%,122,N51I,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,DHPS,A613S,6,100.0%,6,A613S,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,18,100.0%,18,N51I,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,DHPS,A613S,3,100.0%,3,A613S,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,18,100.0%,18,N51I,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,DHFR,N51I,102,100.0%,102,N51I,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,34,100.0%,34,N51I,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,59,100.0%,59,N51I,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,Y184F,3,100.0%,3,Y184F,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,42,100.0%,42,N51I,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,Y184F,4,100.0%,4,Y184F,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,1,100.0%,1,N51I,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,40,100.0%,40,N51I,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,DHPS,A613S,15,100.0%,15,A613S,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,88,100.0%,88,N51I,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,Y184F,6,100.0%,6,Y184F,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,DHFR,N51I,78,47.4%,37,N51I,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,DHFR,N51I,7,100.0%,7,N51I,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,DHPS,A613S,2,100.0%,2,A613S,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,DHFR,N51I,16,100.0%,16,N51I,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,DHFR,N51I,72,100.0%,72,N51I,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,Y184F,5,100.0%,5,Y184F,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,DHFR,N51I,31,100.0%,31,N51I,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,DHFR,N51I,35,100.0%,35,N51I,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfCRT,M74L,4,25.0%,1,M74L,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfCRT,M74I,4,75.0%,3,M74I,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,DHFR,N51I,9,100.0%,9,N51I,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,DHFR,N51I,2,100.0%,2,N51I,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,Y184F,1,100.0%,1,Y184F,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,DHFR,N51I,104,100.0%,104,N51I,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,DHPS,A613S,64,100.0%,64,A613S,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,PfMDR1 ,Y184F,6,100.0%,6,Y184F,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,DHFR,N51I,59,59.3%,35,N51I,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,DHFR,N51I,6,100.0%,6,N51I,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,DHFR,N51I,115,100.0%,115,N51I,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,M74L,6,16.7%,1,M74L,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,M74I,6,83.3%,5,M74I,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfMDR1 ,Y184F,3,100.0%,3,Y184F,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,DHFR,N51I,136,100.0%,136,N51I,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,PfCRT,M74I,4,100.0%,4,M74I,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,DHFR,N51I,31,100.0%,31,N51I,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,DHFR,N51I,59,100.0%,59,N51I,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfMDR1 ,Y184F,6,100.0%,6,Y184F,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,DHPS,S436A,1,0%,0,S436,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,G449A,1,0%,0,G449,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,A675V,1,0%,0,A675,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfCRT,N75E,1,0%,0,N75,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,R561H,1,0%,0,R561,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,V568G,1,0%,0,V568,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,A675V,1,0%,0,A675,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfCRT,I218F,1,0%,0,I218,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,DHPS,K540E,1,0%,0,K540,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,PfCRT,C72S,1,0%,0,C72,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,PfCRT,V73V,1,0%,0,V73,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,P441L,1,0%,0,P441,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,PfMDR1 ,D1246Y,1,0%,0,D1246,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,1,0%,0,Y184,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,1,0%,0,G449,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,N458Y,1,0%,0,N458,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,1,0%,0,C469,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,1,0%,0,C469,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,1,0%,0,M476,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,1,0%,0,P574,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,1,0%,0,A578,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,C580Y,1,0%,0,C580,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,1,0%,0,R622,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,PfCRT,C72S,1,0%,0,C72,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,PfCRT,V73V,1,0%,0,V73,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,C72S,1,0%,0,C72,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,DHPS,K540E,1,0%,0,K540,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,D1246Y,1,0%,0,D1246,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,D1246Y,1,0%,0,D1246,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,DHPS,K540E,1,0%,0,K540,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,D1246Y,1,0%,0,D1246,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,DHFR,I164L,1,0%,0,I164,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,I218F,1,0%,0,I218,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,PfMDR1 ,Y184F,1,0%,0,Y184,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,PfMDR1 ,D1246Y,1,0%,0,D1246,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfCRT,K76T,2,0%,0,K76,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,A481V,2,0%,0,A481,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,R515K,2,0%,0,R515,1
17GNDo00F0067PfF1153,Individual,17,Dorota,00,K13,N537I,10,0%,0,N537,1
17GNDo00F0067PfF1153,Individual,17,Dorota,00,K13,G538V,10,0%,0,G538,1
17GNDo00F0067PfF1153,Individual,17,Dorota,00,K13,R539T,10,0%,0,R539,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,DHPS,A613S,10,0%,0,A613,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,P553L,10,0%,0,P553,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,R561H,10,0%,0,R561,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,10,0%,0,I258,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,R515K,10,0%,0,R515,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,P441L,10,0%,0,P441,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfMDR1 ,N86Y,10,0%,0,N86,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,DHPS,A613S,10,0%,0,A613,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,G449A,10,0%,0,G449,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,A481V,10,0%,0,A481,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,DHPS,K540E,10,0%,0,K540,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHPS,A437G,10,0%,0,A437,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHPS,A581G,10,0%,0,A581,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,P553L,10,0%,0,P553,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,V568G,10,0%,0,V568,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,DHFR,A16V,10,0%,0,A16,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,A675V,10,0%,0,A675,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,A481V,10,0%,0,A481,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,DHPS,S436A,10,0%,0,S436,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,DHFR,I164L,10,0%,0,I164,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,DHFR,I164L,10,0%,0,I164,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,F446I,10,0%,0,F446,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,G449A,10,0%,0,G449,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,C580Y,10,0%,0,C580,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,D584V,10,0%,0,D584,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,C469F,10,0%,0,C469,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,C469Y,10,0%,0,C469,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,F446I,10,0%,0,F446,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,G449A,10,0%,0,G449,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfMDR1 ,N1042D,10,0%,0,N1042,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,DHPS,A581G,10,0%,0,A581,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,DHPS,K540E,11,0%,0,K540,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,DHFR,A16V,11,0%,0,A16,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,F446I,11,0%,0,F446,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,DHFR,I164L,11,0%,0,I164,1
17GNDo21F0002PfF1290,Individual,17,Dorota,21,K13,N458Y,100,0%,0,N458,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,K13,P527H,100,0%,0,P527,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,100,0%,0,Y268,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,R515K,101,0%,0,R515,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,102,0%,0,N537,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,P553L,108,0%,0,P553,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,P574L,1002,0%,0,P574,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,F446I,101,0%,0,F446,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,102,0%,0,I543,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,102,0%,0,R622,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,D584V,102,0%,0,D584,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,K13,F446I,103,0%,0,F446,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,N537I,105,0%,0,N537,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,102,0%,0,G449,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,102,0%,0,G538,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,A675V,102,0%,0,A675,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,104,0%,0,R539,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,I543T,105,0%,0,I543,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,103,0%,0,R561,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,103,0%,0,G449,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,G449A,103,0%,0,G449,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,C580Y,103,0%,0,C580,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,N537I,104,0%,0,N537,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,R622I,104,0%,0,R622,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,P574L,104,0%,0,P574,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,G538V,105,0%,0,G538,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,R561H,106,0%,0,R561,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,R561H,107,0%,0,R561,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,R539T,104,0%,0,R539,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,Y493H,104,0%,0,Y493,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,K13,P441L,105,0%,0,P441,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,P553L,105,0%,0,P553,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,A578S,1049,0%,0,A578,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,R539T,105,0%,0,R539,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,105,0%,0,I258,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,G538V,105,0%,0,G538,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,A675V,105,0%,0,A675,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,A578S,106,0%,0,A578,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,C580Y,106,0%,0,C580,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,R622I,106,0%,0,R622,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,108,0%,0,I543,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,106,0%,0,I258,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,mitochondrial genome - CYTB CDS,I258M,106,0%,0,I258,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,107,0%,0,R561,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,P574L,107,0%,0,P574,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,A675V,1071,0%,0,A675,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,mitochondrial genome - CYTB CDS,Y268N,107,0%,0,Y268,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,mitochondrial genome - CYTB CDS,I258M,107,0%,0,I258,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,I258M,107,0%,0,I258,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,A578S,107,0%,0,A578,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,D584V,107,0%,0,D584,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,108,0%,0,C469,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,108,0%,0,C469,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,N458Y,108,0%,0,N458,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,D584V,108,0%,0,D584,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,110,0%,0,V568,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,109,0%,0,P553,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,N458Y,109,0%,0,N458,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,K13,G449A,109,0%,0,G449,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,V568G,109,0%,0,V568,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,A578S,109,0%,0,A578,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,V568G,110,0%,0,V568,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,C580Y,110,0%,0,C580,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,111,0%,0,P574,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,A675V,11,0%,0,A675,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,P441L,11,0%,0,P441,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,F446I,11,0%,0,F446,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,G449A,11,0%,0,G449,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,DHPS,K540E,11,0%,0,K540,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,11,0%,0,Y268,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,DHFR,A16V,11,0%,0,A16,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfMDR1 ,S1034C,11,0%,0,S1034,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,11,0%,0,I258,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,DHFR,A16V,11,0%,0,A16,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHPS,A613S,11,0%,0,A613,1
18GNLS21A0012PfF1290,Individual,18,Lay-Sarè,21,K13,P441L,11,0%,0,P441,1
18GNLS21A0012PfF1290,Individual,18,Lay-Sarè,21,K13,F446I,11,0%,0,F446,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,P574L,11,0%,0,P574,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,N537I,11,0%,0,N537,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,G538V,11,0%,0,G538,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,R539T,11,0%,0,R539,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,DHPS,K540E,11,0%,0,K540,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,DHFR,A16V,11,0%,0,A16,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,DHFR,I164L,11,0%,0,I164,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,M476I,11,0%,0,M476,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,PfMDR1 ,S1034C,11,0%,0,S1034,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,PfMDR1 ,N1042D,11,0%,0,N1042,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,DHFR,A16V,11,0%,0,A16,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfMDR1 ,S1034C,11,0%,0,S1034,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,F446I,12,0%,0,F446,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,DHFR,I164L,12,0%,0,I164,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,I543T,12,0%,0,I543,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,K13,P441L,12,0%,0,P441,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,K13,A675V,112,0%,0,A675,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,111,0%,0,P553,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,C580Y,112,0%,0,C580,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,I543T,112,0%,0,I543,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,N537I,114,0%,0,N537,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,K13,D584V,114,0%,0,D584,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,K13,R622I,113,0%,0,R622,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,A675V,113,0%,0,A675,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,R539T,114,0%,0,R539,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,G538V,114,0%,0,G538,1
18GNMa28F0187PfF1121,Individual,18,Maferinyah,28,K13,I543T,116,0%,0,I543,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,K13,N537I,118,0%,0,N537,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,mitochondrial genome - CYTB CDS,Y268N,115,0%,0,Y268,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,K13,I543T,115,0%,0,I543,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,K13,P527H,115,0%,0,P527,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,D584V,115,0%,0,D584,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,116,0%,0,P553,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,A578S,116,0%,0,A578,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,Y268N,116,0%,0,Y268,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,117,0%,0,A578,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,K13,F446I,121,0%,0,F446,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,A675V,117,0%,0,A675,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,A675V,117,0%,0,A675,1
